question,answer
Who won the Best Female College Athlete ESPY Award in 2002?,The inaugural winner of the Best Female College Athlete ESPY Award at the 2002 awards was University of Connecticut Huskies basketball player Sue Bird.
How did car exports through the Chennai Port,"Car export increased by 248,697 during 2008–09 as against 137,971 in the previous year."
What was Favre's record in 1995 and when was it surpassed?,"Favre passed for a career-high of 4,413 yards and 38 touchdowns, and recorded a rating of 99.5, which was the highest of his career until he recorded a rating of 107.2 during the 2009 season."
What were the results of the 1946 Faroese independence and independence to Denmark?,The 1946 Faroese independence referendum result was 50.73% in favor of independence to 49.27% of Denmark.
Are there any Australian rugby and cricket dual internationals?,"Otto Nothling is one of only two Australian rugby and cricket dual internationals, the other being Johnny Taylor."
What supplementary sets were released in 2001 and 2004?,"Hong Kong Supplementary Character Set's revisions were released in 2001 (adding 116 characters) and in 2004 (adding 123 characters), totalling 4,941 characters."
"Between 2011 and 2017, how many Beach Soccer Intercontinental Cups did Brazil and Russia win?",Russia and Brazil won three Beach Soccer Intercontinental Cups each between 2011 and 2017.
"Who was first place in the Qualifying round, and how far behind was second place?","In the 1980 Australian Grand Prix, Jones qualified on pole in a time of 36.1 seconds, with Giacomelli only 0.2 seconds behind."
Who played the finals in 1977 and 1978 and what were the outcomes?,Northern Transvaal defeated the Orange Free State in the 1977 with 27-12 and 1978 with 13-9 at finals.
Are there buildings over 200m under construction in Taiwan?,"There are buildings over 200m under construction in Taiwan, including the Taipei Twin Tower, which is under planning and the Taipei Sky Tower, which is under construction in Taipei and will reach 280 metres (919 ft)."
Who did Udaya Chandrika act with in 1968?,"In 1968, Udaya Chandrika's costars included Dr. Rajkumar and Ramesh."
What is the total population of Yablanitsa municipality as of Dec 2009?,"As of December 2009, the Yablanitsa municipality had a population of 6,427 inhabitants."
What train numbers have been assigned to the Mysore - Dharwad Express?,The Mysore - Dharwad Express is being operated with trains 17301 and 17302.
What were the LSWR numbers of Nine Elms in 1899?,The Nine Elms was numbered 113 to 122 and 280 to 289
"Which year was "" It Will Rain"" released for Germany, Austria, Switzerland  and the UK?","On October 28, 2011, ""It Will Rain"" was released in Germany, Austria and Switzerland as a CD single, via Elektra Records, and in the United Kingdom via digital download on October 31, 2011."
What football teams are there in Valencia apart from Valencia C.F?,"The Valencia C.F.'s city rival, Levante UD, also plays in La Liga and its stadium is Estadi Ciutat de València."
Where and on which formats did the August 2016 release of Lowtide take place?,"Opposite Number then released the Lowtide album in the United States, United Kingdom, Europe and Asia on 5 August 2016 on CD, download, and vinyl."
What are the three largest healthcare organizations in the Meridian and how many people do they employ?,"Rush Hospital is the largest healthcare organization in the Meridian, employing 2,610 people, followed by East Mississippi State Hospital with 1,500 and Anderson Hospital with 1,475."
What happened after Donegal and Derry's semi-finals?,"After winning their semi-finals, Donegal and Derry contested in the 2006 Nicky Rackard Cup final in Croke Park on August 12."
What did Ramachandra Borcar produce in 2005?,"In 2005, Ramachandra Borcar produced Gaia, Catherine Potter's Duniya Project and Kaba Horo albums."
What did Soviet supplied armored vehicles in the KPRAF consist?,"Soviet armored vehicles in the KPRAF's consisted of BTR-40, BTR-152, and BTR-60 wheeled armored personnel carriers, and ten BMP-1 infantry fighting vehicles."
When was Child's Play aired in Australia and who was its host?,"Australia`s Child's Play was aired in 1984, hosted by Jeff Phillips."
What engine was the Chevrolet C/K 454 powered by and how powerful was it?,The Chevrolet C/K 454 was powered by a (7.4 L) V8 producing 230 hp (172 kW) and 385 lb⋅ft (522 N⋅m).
Which teams played in Klagenfurt?,"In 1998, at Klagenfurt, the Buffalo Sabres and the Tampa Bay Lightning played in a tournament against the teams KAC Klagenfurt and VEU Feldkirch."
How did the US perform against England in the 1950 World Cup and in which stage did the two team's play?,"In the 1950 World Cup during the group stage, the United States scored 1–0 against England."
What percentage of the Bronx's population was Black or African American or Asian?,"According to a 2013 Census estimate, 43.3% of Bronx's population was black or African American and 4.2% was Asian."
Where did the 2018–19 Scottish League One take place?,"The 2018–19 Scottish League One was conducted in Airdrieonians, Arbroath, Brechin City, Dumbarton, East Fife, Forfar Athletic, Montrose, Raith Rovers, Stenhousemuir and Stranraer"
What are the first and second busiest airports in New Zealand?,Christchurch International Airport is the second busiest airport in New Zealand after Auckland.
When and where did Manjari Fadnis make her theatrical debut?,"Manjari Fadnis made her first theatrical performance in Double Deal Reloaded (English) in Mumbai in 2017 and the following year in Kolkata, Bengaluru, and Hyderabad."
Which directors and films did Laia Costa work with in 2017?,"In 2018, Laia Costa starred in Martin Hodara's Nieve Negra, and Drake Doremus's Newness."
What was the model and power for the two petrol engines available since 2005?,The Brera was available with two petrol engines starting in 2005: the 185 PS (136 kW) 2.2-litre JTS and 260 PS 3.2-litre V6.
"In the 1982 NCAA Rifle Championships, what score did the winning team earn to prevail against the closest runner-up's score?","Tennessee Tech won the 1982 NCAA Rifle Championships team title with a team score of 6,138 against West Virginia with a score of 6,136."
How many soldiers did the 3rd Algerian Infantry Division lose in total?,"The total losses of the 3rd Algerian Infantry Division between 1942 and 1945 were 3,078 (2,097 Marghrebis and 981 Europeans)."
Which productions of Cinelou Films and Netflix did Bryce Pinkham star in 2016?,Bryce Pinkham starred in Cinelou Films' The Comedian and in Netflix`s The Get Down in 2016.
What was the name of the fifth volume of Asterix?,Asterix and the Banquet (French: Le Tour de Gaule d'Astérix) is the fifth volume of the Asterix by Goscinny and Uderzo.
Which of Rhonda Jones' games did she win?,"Rhonda Jones won over the Czech Republic, Ireland, and Italy."
What wrestling pay-per-view (PPV) event took place at Staples Center in 2011 and when did it happen?,"SummerSlam was a wrestling pay-per-view (PPV) event by WWE that took place on August 14, 2011 at Staples Center."
When did Brooklyn Nelson play the role of Young Elsa?,"Brooklyn Nelson played the role of Young Elsa in Frozen, first in the Denver tryout in 2017 and then in 2018."
In which country did Synchestra remain on the chart for the greatest number of weeks?,Synchestra remained on the chart for 1 week for all 3 countries.
What year did Bel Powley appear as Tilly at the Royal Court Theatre?,"In 2011, Bel Powley appeared as Tilly, in Jumpy, at the Royal Court Theatre."
What did Eyman introduce in 2018?,"In 2018, Eyman introduced two referendum measures with the intent to bring law EHB2957 that phases out to a public vote."
How long was Charles IV the Duke of Lorraine and were there any interruptions during his term?,"Charles IV was Duke of Lorraine until his death in 1675, with an interruption in 1634, when he abdicated in favor of his brother, Nicholas."
When did Tamara Lawrance perform in Unreachable and who was the director?,Tamara Lawrance starred in Anthony Neilson's Unreachable (2016) at the Royal Court Theatre.
Who are two of the main descendants from the Caodong lineage?,"Dayang Jingxuan (942-1027) and Touzi Yiqing (1032-1083), who was born five years after Jingxuan's death, were both descendants of the Caodong lineage."
What were the Derailers' second and third releases?,"The Derailers signed with Watermelon Records for their second release, Jackpot (1996), and then moved to Sire Records for their third release, Reverb Deluxe (1997)."
Who built the China Railways JF2?,"China Railways JF2 was originally built for the Mantetsu by several manufacturers as well as by Shahekou Works, between 1924 and 1932."
Does Bernard Lagat hold any world records?,Lagat holds the Masters A40 World Record in the 10000 metres in 2016 with a time of 27:49.36.
What is the Tokutan Castle site?,Tokutan Castle site was proclaimed a National Historic Site of Japan.
How much did Miranda's Mad March raise?,"Miranda's Mad March raised £1,140,615."
What NER number did Class W have?,NER Class W were numbered from 686 to 695.
How successful were the films Aan and Awaara?,"Aan was the highest-gross Indian film overseas at the time, until it was surpassed by Awaara (1951) released in 1954."
Did Jane Blalock write any books?,"Jane Blalock has authored two books: The Guts To Win (Simon & Schuster, 1977) and Gimmies, Bogies and Business (Mastermedia, 1999)."
Who won the 2018 NCAA Division I Outdoor Track and Field Championship?,Oduduru ran 20.28 seconds to win the 2018 NCAA Division I Outdoor Track and Field Championship by one one-hundredth of a second over 100m contenter Andre Ewers of Florida State.
What Tamil films did Ranganathan make from 1996 to 1997?,"Ranganathan made three consecutive Tamil films between 1996 and 1997: Coimbatore Mappillai, Tata Birla and Aahaa Enna Porutham."
What bowl game was the closest in the 1971 NCAA College Division football season?,Tennessee State beat McNeese State by 3 points at the Grantland Rice Bowl.
What are the storage and memory configuration offerings for the Surface Laptop 2?,"RAM is configurable to 8GB or 16GB while storage capacity is offered in 128GB, 256GB, 512GB and 1TB configurations for the Surface Laptop 2."
How many people did Trail Life USA have in 2015?,"As of 2015, Trail Life USA has 524 troops with 20,000 members."
Which New South Wales locomotives were scrapped by Aurizon?,"The numbers 42109 and 42106, were scrapped by Aurizon."
What is the route and number of the Kashi Express Train?,"Kashi Express numbered as 15017/15018 is an express train, running between Lokmanya Tilak Terminus, and Gorakhpur."
"What shows did Hong appear on during the year 2014 on JTBC, KBS 2TV and MBC TV?","In 2014, Hong appeared on TV programmes such as Radio Star and I Live Alone on MBC TV: Happy Together on KBS 2TV: and as a cast member of Crime Scene on JTBC."
What is the length of the ZNF280D protein in African bush elephants?,"In African bush elephants, the ZNF280D protein is 979 amino acids in length."
What did the first Libretto models use?,"The first Libretto models, the L20 & L30 used AMD 486."
How did Wisconsin win the 1901 Western Conference championship?,"Wisconsin, under head coach Philip King, tied with Michigan for the conference title."
What are the differences between 700 C and 700 E?,"In 1961, two models were launched with 700 C and 700 E both featuring a 643 cc engine but with different power ratings."
Who composed and wrote the song Udrundne er de gamle Dage?,"The Udrundne er de gamle Dage (Gone are the days, they're past and olden) song was composed by Carl Nielsen, and written by Nikolai Frederik Severin Grundtvig."
Which Two residential colleges did Yale open in 2017?,"In 2017, Yale opened two residential colleges, Benjamin Franklin College and Pauli Murray College, bringing the total to 14."
When were the British Rail Class 97/6 built?,The British Rail Class 97/6 were built in 1953 (97650) and 1959 (97651-654).
How much damage was sustained and how many people died because of hurricane Janet?,"A total of $65.8 million in damages and at least 1,023 deaths were caused by the hurricane Janet, mostly in Quintana Roo."
What was Flex & Hated's first producer credit?,Prophet Jones led to Flex & Hated's first producer credit (referred to as Sharp for 456Music) on the 2001 album Prophet Jones.
"What was the outcome of the final in the 1983-84 KNVB Cup, and where was it held?","On May 2, 1984, Feyenoord beat Fortuna Sittard 1–0 in the final and won the 1983–84 KNVB Cup."
What did Ontronik Khachaturian do after leaving System of a Down?,"After leaving System of a Down, Ontronik Khachaturian founded The Apex Theory in 1999."
"How many candidates were from the Socialist Party, the Forward Bloc (Ruikar), and the Revolutionary Communist Party of India?","The front had candidates in 105 out of 238 constituencies (63 SP candidates, 32 FB(R) and 10 RCPI)."
What did Vijay sing in the 1995 album Deva and who were the other artists?,"In 1995, Vijay sang ""Oru Kaditham"" with S. P. Balasubrahmanyam, ""Aiyaiyoo Alamelu"" and ""Kottagiri Kuppama"" with Swarnalatha and Manorama for the album Deva."
"What is the Bengali Muslim population in Uttar Dinajpur, Maldah and Murshidabad?","The Bengali Muslim population is 49.92% in Uttar Dinajpur, 51.27% in Maldah and 66.28% in Murshidabad."
What are rides opened in 1998?,Dodge Ems and Grand Carousel are two rides opened in 1998.
What was JPEG Part 5 and when was it released?,"JPEG Part 5 was the JPEG File Interchange Format and it was released on May 14, 2011."
What Norwegian patent proposals for submerged floating tunnel structures were proposed before 1950?,"In Norway, a first patent on Submerged floating tunnel structure was presented in 1923 by Trygve Olsen and a new request was done in 1947 by Erik Ødegård."
"How fast was Su Bingtian at the May 27, 2017 Prefontaine Classic?","Su achieved a sub-10 in the 100 m with 9.92 seconds, at the Prefontaine Classic, on 27 May 2017."
What are teenage tragedy songs that were made in 1959?,"Teenage tragedy songs from 1959 are ""Running Bear"" by Johnny Preston and ""Teen Angel"" by Mark Dinning."
What are the top 3 poorest regions in Greece?,"The poorest regions were Eastern Macedonia and Thrace (€11,500), Epirus and the North Aegean (both €12,000)."
What WWE events has Austin main evented?,Austin has main evented multiple pay-per-view events for the WWE.
Did anyone break 4 minutes in the 1500m race in 1989?,Ivan ran 3:59.23 in the 1500m.
Were there any swim-offs?,A swim-off for 8th place occurred between Jakob Andkjær and Lyndon Ferns who tied for 8th at 23.99.
What did the NBC Sports Group broadcast since 2016?,NBC Sports Group has broadcast matches from Premiership Rugby since 2016.
How many people were living in Aguas Dulces in 2011?,"In 2011, Aguas Dulces had a population of 417 and 1,596 dwellings."
What shows on what networks has Grace Lee anchored for?,Grace Lee was an anchor both for Balitanghali on GMA News TV (2011) and for 24 Oras Weekend on GMA Network (2010-2012).
"What were the results of Bellator 72 and Bellator 73, and what weight division were these fights?","Karl Amoussou defeated Bryan Baker at the Bellator 72 to become the Season Six Welterweight Champion, and Marcos Galvao defeated Luis Nogueira at the Bellator 73 to become the Season Six Bantamweight Champion."
Which Countries participated in the 2011 IPC Ice Sledge Hockey European Championships?,"Participating athletes are from ten nations: Czech Republic, Estonia, Germany, Great Britain, Italy, Netherlands, Norway, Poland, Russia and Sweden."
How did Vietnam's performance in the ISTAF SuperSeries (Women) change after ISS Indonesia?,"After receiving a Bronze medal in ISS Indonesia, Vietnam won a Silver medal in both ISS Singapore and ISS Finals Thailand."
"When was the album ""The First Album"" released on CD in Japan and the UK?","Wild Horses was issued on CD in Japan in 1993 on Toshiba-EMI and by the UK labels Zoom Club in 1999 and Krescendo in 2009, respectively, both with the title The First Album."
"How many total ships has Hans Jenisch sunk and damaged, and what was the largest ship sunk?","Hans Jenisch sank 17 ships, including the 42,348 ton Empress of Britain, as well as damaging 3 ships."
"What is Floyd Mayweather's Jr.'s overall career record, and in how many weight classes did he earn world titles?","In Floyd Mayweather Jr.'s career, he held multiple world titles in five weight classes (twice at welterweight) and retired with an undefeated record."
Which labels released Kingdom?,"Kingdom was released on August 21, 1998 in Japan by Avalon Marquee, and in United States, Europe, and Poland on November 10, 1998 via Pavement Music, Metal Mind, and System Shock/Impact Records."
Between 2012 to 2014 what players composed the Team Stalwarts vs Team Greats?,"From 2012 to 2014, the game of the Team Stalwarts vs Team Greats, was composed of Philippine Basketball Association players."
Who was the writer of Black and White?,B. Unnikrishnan was the writer of the Black and White serial telecast on Asianet in 2004.
How did the displacement in the N43B16 and N43B20 versions of the BMW N43 compare?,"The 1,995 cc (121.7 cu in) N43B20 replaced the 1,599 cc (97.6 cu in) N43B16."
What happened to the CFNR passing rate and national passing rate from 2009 to 2010?,"The national passing rate went from 36.55% in 2009 to 42.10% in 2010, and the CFNR passing rate went from 84.00% in 2009 to 95.00% in 2010."
What show did Steve play in 1985?,"In 1985, Steve Dodd played the role of Mr Joe in The Coca-Cola Kid."
How did the Bucharest warriors do in 2011?,"Bucharest Warriors retained the CNFA title in 2011, after 14–6 and 15-20 against the same opponent from the previous year, Cluj Crusaders."
How many copies did Whitney Houston's best-selling single sell?,"""I Will Always Love You"" became the best-selling single by an artist with 20 million copies sold."
How powerful is the Aprilia SL1000 Falco?,The Aprilia SL1000 Falco is powered by a liquid-cooled 998 cc 60° V-twin engine.
"Which were the 4 leading channels in Germany for 2018, and what were their respective market shares?",Total TV viewing market share of Germany's market leaders in 2018 were ZDF with 13.9% and Das Erste with 11.5% and the two channels RTL with 8.3% and SAT.1 with 6.2%.
When did the Monserrat national football team get their first victory?,"On 9 September 2012, Montserrat achieved their first victory, beating the British Virgin Islands 7–0 in a qualifying match for the 2012 Caribbean Championship."
What was the performance of Kevin Pietersen as an England athlete?,England scored 5/620 for a Test in which Pietersen had scored 227.
Who won the most Trans-AMA motocross series and how many did they win?,Roger De Coster was a four-time winner of the Trans-AMA motocross series.
What is Michigan Radio?,"Michigan Radio is a network of three FM radio stations (WUOM/Ann Arbor, WFUM/Flint, and WVGR/Grand Rapids) in the southern lower peninsula of Michigan, which are operated by the University of Michigan."
Which cities in France hosted the 2007 Rugby World Cup games?,"French cities that hosted the Rugby World Cup games include Bordeaux, Lens, Lyon, Marseilles, Montpellier, Nantes, St. Etienne, Toulouse and Paris, as well as Saint-Denis at the Stade de France."
How much land was reclaimed in Singapore?,Singapore had 135 square kilometres reclaimed land.
"Who won the test game, by a score of 118 to 109?",Corinthians won the test game by a score of 118 to 109.
Who were the first two players to join Yeovil Town F.C. in the 2002-03 season?,"In the 2002–03 season, Gavin Williams from Hereford United joined Yeovil Town F.C. for a fee of £22,500, and Abdoulaye Demba Oostende joined for free."
What ships were completed in 1931 for the Royal Yugoslav Navy?,"Five ships, MT.133–137, were completed in 1931 for the Royal Yugoslav Navy as Malinska, Marjan, Meljine, Mljet and Mosor, respectively."
Who was the fifth U.S. ambassador to Morocco and when did they serve?,"John H. Ferguson was the fifth U.S. ambassador to Morocco, and he served from 1962 to 1964."
Which team had the the most top scorers during the 1970-71 NHL season?,"The Bruins had seven of the top eleven scorers in the league, led by Phil Esposito who had 152 points."
How was Gordon Coventry's record of most career goals broken?,"In 1999, Tony Lockett broke the record of 1299 career goals set by Gordon Coventry."
How did Gajendrakumar Ponnambalam do in the 2010 parliamentary?,Ponnambalam contested the 2010 parliamentary election as one of the TNPF's candidates in Jaffna District but failed to win in the Parliament.
How did Fine Jubilee perform against Itchok?,Fine Jubilee was ahead of Itchok with 29.48 in final.
Did Jayne make into the top of any ranking by Billboard in 2016?,"Jayne was named the third ""Next Big Sound"" by Billboard in 2016."
Which planes did Norway Airlines operate between 1988-1992?,"Norway Airlines operated two Boeing 737-300 aircraft from 1988 to 1992, after which it operated two McDonnell Douglas MD aircraft, one MD-83 and one MD-87."
What percentage of the votes were made in favour of the referendum and what percentage were made against?,"60.24% of votes cast were for the Gibraltar Constitution Order 2006, while 37.75% of votes were against."
How many T class diesel locomotives does the Mornington Railway (MR) have and what are they?,The MR has two T class diesel locomotives (T334 and T411).
Which club did Deniss play for in season 2016-2017?,"In season 2016-2017, Deniss played for Dynamo-LO in Russian Super League."
What was the quality of the venue for choreographer George Balanchine for his first ballet company?,"The choreographer George Balanchine made the Mozartiana for his first ballet company, the Les Ballets, for 1933 season at the Théâtre des Champs-Élysées, which also included The Seven Deadly Sins."
What percentage of Houston's population were made up of Hispanics and non-Hispanic whites in 2000?,"Hispanics made up 37.4% of Houston's population in 2000, while non-Hispanic whites made up 30.8%."
What is the imperial quart equal to in imperial gallons and imperial pints?,The imperial quart is equal to 1/4 of an imperial gallon and 2 imperial pints.
Who was Philip Guthrie Hoffman?,Philip Guthrie Hoffman (1915 – 2008) was the fifth president of the University of Houston and the first chancellor of the University of Houston System.
Which couples made it to the end of Love Island (series 1) and who won?,"Love Island (series 1) was won by Jess and Max, beating Hannah and Jon, Lauren and Josh and Cally and Luis."
How successful was Australia's match?,Australia won the match by 277 runs with Ponting 196.
How does the weight and power of the Angara A7compare to the Angara A5V?,The proposed Angara A7 weighs 1133 tonnes and capable of putting 35 tonnes into a 200 km orbit or delivering 12.5 tonnes to GTO with KVTK-A7 as the second stage in place of the URM-2.
"Which label release the Brooke Fraser's song ""Something in the Water"" in New Zealand and when was that?",Something in the Water was released by Sony Music Entertainment in New Zealand on 2 August 2010.
How much payload capacity does the Caterpillar´s Cat 3524B engine 797B have?,Caterpillar´s Cat 3524B engine 797B has a payload capacity of 380 short tons (345 t).
What is the 2nd Doraemon film?,"Doraemon: The Records of Nobita, Spaceblazer, is the 2nd Doraemon film."
What did Keith Earls achieve on 17 June 2017?,"On 17 June 2017, Earls scored two tries against Japan ?"
When is George Snook President of the Board of Trustees?,George Sutton Snook was the sixth and twelfth President of the Board of Trustees from 1885 to 1886 and from 1892 to 1894.
How long of a distance were Šárka Kašpárková and Lasovskaya running for?,Šárka Kašpárková equalled Lasovskaya with 14.98m.
How many of the LNWR Class F locomotives were allocated an LMS number?,Six LNWR Class F's were allocated the LMS numbers 9610-5.
"What was the name of the yearly match in 1967 between the Pennsylvania Military and the Merchant Marine, and when did it have its first and last game?","Inaugurated in 1961, the game featured an annual matchup between the Pennsylvania Military and the Merchant Marine, known as the ""Little Army–Navy Game"" until 1967."
When was Acker Bilk's last appearance on the UK album charts and which album was it for?,"Acker Bilk's last chart appearance was in 1978, when the album, Evergreen, released on Warwick and reached 17 on the UK Chart."
Which tracks on the Til the Casket Drops album were produced by Blended Babies?,"The four trackes from Til the Casket Drops (ZZ Ward album) produced by Blended Babies are: ""Cryin Wolf"" (featuring Kendrick Lamar)"", ""Lil Darlin"" (featuring the O'Mys), ""Criminal"" (featuring Freddie Gibbs)"", and ""365 Days""."
What is the traffic statistics in 2017 for Mukah Airport?,"In 2017, Mukah Airport handled 37,148 passengers and 4,234 aircraft movements."
Who wrote and directed the Stanley and the Women series and when did it air?,The Stanley and the Women series by Nigel Kneale was directed by David Tucker and originally aired in four parts from 28 November to 19 December 1991.
Who was the flag bearer for the Soviet Union that appeared in two different years?,"Yury Vlasov was the only flag bearer for the Soviet Union that appeared in two years, at the Olympics in 1960 and 1964."
What are the boroughs of London and what sub-regions are they in?,"South East sub-region consisting of Southwark, Lewisham, Greenwich, Bexley and Bromley and a South West sub-region consisting of Croydon, Kingston, Lambeth, Merton, Sutton, Richmond and Wandsworth."
"What record did Herbert Nitsch have in  Variable Weight, Free Immersion, and Constant Weight in December in Bahamas?","Nitsch had three records in Variable Weight at 142 m (466 ft), Free Immersion at 112 m (367 ft) and Constant Weight at 123 m (404 ft) in December in Bahamas."
"What songs of John Lennon and Paul McCartney were released in 1966, 1967 and 1969?","John Lennon and Paul McCartney's song ""Woman"" written by Peter and Gordon, was released in 1966, and ""Cat Call"" by Chris Barber in 1967, and ""Penina"" by Carlos Mendes was released in 1969."
What are the 3 largest cities and towns in Greenland?,"The 3 largest cities and towns in Greenland are Nuuk, with a population of 17,796, Sisimiut, with a population of 5,491, and Ilulissat, with a population of 4,563."
What are the violin concertos transcribed for harpsichord?,"Bach transcribed three of these violin concertos, Nos. 3, 9 and 12, for harpsichord (BWV 978, 972 and 976 respectively)."
What countries did the World U-17 Hockey Challenge attract after 2016?,"The World U-17 Hockey Challenge attracted U-17 teams from Russia, Finland, Sweden, the United States, Canada, and the Czech Republic after 2016."
What were the final outcomes of the two championships hosted by the Crooked Stick Golf Club in 1991 and 1993?,"The Crooked Stick Golf Club hosted the PGA Championship in 1991, won by John Daly and the U.S. Women’s Open in 1993, won by Lauri Merten."
Which model appeared in Adams Company in 1908?,"For 1908, Model 9 50 hp appeared in Adams Company."
Where there any coastal 45 caliber guns at Krepost Sveaborg?,The coastal guns were 10 in model 1891 guns and 6 in model 1892 Canet guns.
What is the drop and speed of the Phantom's Revenge?,"Phantom's Revenge drops at 228 feet (69 m), reaching a speed of 85 miles per hour (137 km/h)."
Where did Thomas Hauser score his first two goals?,Hauser's first goal came at Boundary Park in a 2–2 draw with Oldham Athletic and he scored one week later in a 2–1 victory against Shrewsbury Town at Roker Park.
What albums has Manjari Fadnis featured on since 2012?,Manjari Fadnis has been featured in the Beat Beyond Borders in 2012 and Raghav Sachar feat in 2014.
What were Moussaoui's times for the 5000 metres and 10000 metres?,Samir Moussaoui times were 13:18.99 minutes and 28:01.34 minutes on the two distances.
What Rickert's works were created by the same publisher?,"M. Rickert's first collection, Map of Dreams, was published by Golden Gryphon Press in 2006 and her second collection, Holiday, appeared in 2010 by the same publisher."
How fast is DeVon Bean in the 100 meters?,DeVon Bean finished the 100 meters in 10.27.
What  range were the NZASM 32 Tonner 0-4-2RT's three works numbered in 1894?,"In 1894, The NZASM 32 Tonner 0-4-2RT's three works were numbered in the range from 991 to 993."
Which municipalities constitute Arque Province?,Arque Province is divided into two municipalities: Arque Municipality and Tacopaya Municipality.
How did Herbert Nitsch perform in the CWT apnea in April 2009?,"Herbert Nitsch established two subsequent records in Constant Weight at 114 m (374 ft), and 120 m (394 ft), beating by 6 m the previous record that he had set a few days earlier."
What records did Allina Zagitova set at the 2016 Grand Prix Final?,"Alina Zagitova set a junior record for the short program (70.92 points), for the free skating (136.51 points) and for the combined total (207.43 points)."
How did Scotland perform against Iran and the Netherlands?,Scotland drew with Iran by 1–1 and had a 3–2 victory over the Netherlands in group 4.
What type of fuel did the Tata Indica use?,Tata Indica was a petrol/diesel inline-four engine.
How popular were the Charlotte Hornets in the first two weeks of the 1974 regular season?,"After losing 14-7 against at Jacksonville in front of crowd 59,112, Charlotte Hornets played against the Birmingham Americans which attracted 17,943."
"What carriages were built between 1926 and 1929 in New South Wales, and which companies built them?","Between 1926 and 1929, a further 290 cars, 248 trailer cars and three parcel vans were built in New South Wales by Clyde Engineering and Walsh Island Dockyard."
What is the result of the 2009-10 Lincolnshire Senior Cup?,"In the 2009-10 Lincolnshire Senior Cup, Scunthorpe United defeated Lincoln City on penalties 4-2 after a 1-1 draw."
Who produced the singles released in 2011?,"The single ""Jatt Pagal Karte"" was produced by Jeeti and ""Pulli Phirdi"" by Kam Frantic was released in 2011."
How powerful is the Mercedes-Benz OM629 engine?,The Mercedes-Benz OM629 engine produces between 225 to 235 kW (306 to 320 PS; 302 to 315 hp) at 3600 rpm and 700 to 730 N⋅m (516 to 538 lb⋅ft) of torque between 2000–2600 rpm.
"How many Avicii songs was Audra Mae featured on in 2013, and what album were they on?",Audra Mae was featured in 3 Avicii songs on the album True in 2013.
When and for which song did Fiestar release their first music video?,"Fiestar released their first music video for their single, ""Vista"", on August 31, 2012."
What was the best Hurdles time by Sands in 2009 and what else did he participate in?,"In 2009, Sands made a 60 m hurdles best of 7.49 seconds and participated in the 110 m hurdles."
What were the two teams in the final of 2013–14 Aviva Premiership and what was the final score?,"In the final of 2013–14 Aviva Premiership, Northampton Saints won by defeating Saracens scoring 24–20 (a.e.t)."
Who contested the most seats in the 2011 Kerala Legislative Assembly election?,"Bharatiya Janata Party (BJP) was contested in the Kerala state with candidates in 139 constituencies and one seat to their NDA alliance partner, Janata Dal (United)."
How was the membership changed in Croydon North West's Parliament from 1981 to 1992?,Croydon North West's Member of Parliament was returned to the Conservatives two years later (from 1981) and was snatched by Malcolm Wicks of the Labour Party in 1992.
How many members of the British security forces were killed by the South Armagh Snipers with 7.62x51mm rounds?,Three of the security forces members were the victims of 7.62×51mm rounds in South Armagh Sniper (1990–1997) campaign.
What were the Ladd Company's two most recent releases?,"Ladd's releases include the 2005 film An Unfinished Life and the 2007 film Gone Baby Gone, both distributed by Miramax Films."
Who cleared the world record of 1.65 m in the 1932 Summer Olympics – Women's high jump?,Jean Shiley and Babe Didrikson both cleared a world record of 1.65 m.
What roles did Maria Agresta appear as in Il barbiere di Siviglia and in Baldassare Galuppi's Didone abbandonata?,Maria Agresta appeared as Rosina in Il barbiere di Siviglia and as Selene in Baldassare Galuppi's Didone abbandonata.
What was the end result of the game between England and Australia?,England was all out for 161 runs.
When were Campo Soto's first and second successful elections?,"Campo Soto was first elected as the Mayor of Valledupar in 1992, and was reelected again for a second term in 1998."
Who performed the album 3614 Jackson Highway and when was it released?,Cher made the album 3614 Jackson Highway in 1969.
In 1994 where did Kewadin Casinos open casinos?,"In 1994, Kewadin Casinos opened casinos in Christmas, Hessel, and Manistique."
When was Min Pyan queen consort and for which king?,Min Pyan was a queen consort of King Minkhaung I of Ava from 1400 to 1422.
What did Emil Iversen win in 2016?,Emil Iversen won 2 Stage World Cups and a World Cup in the first three months of 2016.
How many Golden Globes was the film Ed Wood nominated for and what categories were the nominations in?,"Ed Wood was nominated for three Golden Globes: Best Musical or Comedy, Johnny Depp for Best Actor in a Musical or Comedy, and Martin Landau for Best Supporting Actor."
What did Paradis win through the work Noce Blanche?,"In 1990, Paradis won the 1990 César Award for Most Promising Actress for her role in Noce Blanche."
How many votes did Paul Weston obtain?,Paul Weston obtained 158 votes (0.4%).
How did Budde perform in his last two races?,"In 2010, Budde appeared in Pro Tour top 8 in Amsterdam and Grand Prix top 8 in Paris, in 2011."
"Who were both fellows and commissioners of Jesus College, Oxford?","William Aubrey and Thomas Huyck were fellows and commissioners of Jesus College, Oxford."
What happened to Belarus after the 2006 World Group 1st Round?,"After a win in the 2006 World Group 1st Round, Belarus lost in the 2006 World Group Quarterfinals against Melbourne."
Who had the best final record and what was their performance in the first ABA championship?,"The Pittsburgh Pipers posted the best record 54-24, .692 and won the first ABA Championship."
Who were the first two kings of Athens?,"Cranaus was the second king of Athens, succeeding the first king of Athens Cecrops I."
