label,count,parent,id
suburb,1,in/which,in/which/suburb
estimated,1,are,are/estimated
arport,1,which,which/arport
caters,1,which/arport,which/arport/caters
was,1,which/university,which/university/was
alone,1,when/walking,when/walking/alone
s,1,which/publication,which/publication/s
policy,1,what,what/policy
collections,1,how/many,how/many/collections
talked,1,who/had,who/had/talked
premier,1,in/what,in/what/premier
with,1,which/country,which/country/with
is,1,what/company,what/company/is
is,1,what/topic,what/topic/is
law,1,what/1978,what/1978/law
affiliation,1,what,what/affiliation
s,1,which/lake,which/lake/s
historic,1,what,what/historic
place,1,what/historic,what/historic/place
manufacturers,1,who/was,who/was/manufacturers
2022,1,what,what/2022
winter,1,what/2022,what/2022/winter
also,1,who/was,who/was/also
sponsors,1,who,who/sponsors
the,1,who/sponsors,who/sponsors/the
does,1,what/affiliation,what/affiliation/does
cents,1,how/many,how/many/cents
saw,1,which/century,which/century/saw
are,1,what/percentages,what/percentages/are
lifetime,1,who/reported,who/reported/lifetime
next,1,who/lives,who/lives/next
an,1,who/consulted,who/consulted/an
is,1,what/highway,what/highway/is
consulted,1,who,who/consulted
is,1,what/countries,what/countries/is
alano,1,what/is,what/is/alano
street,1,which,which/street
is,1,which/street,which/street/is
named,1,who,who/named
this,1,who/named,who/named/this
made,1,who/had,who/had/made
took,1,which/team,which/team/took
are,1,which/aircraft,which/aircraft/are
border,1,which/countries,which/countries/border
the,1,which/played,which/played/the
translated,1,who,who/translated
the,1,who/translated,who/translated/the
was,1,what/organization,what/organization/was
2018,1,what/in,what/in/2018
of,1,which/team,which/team/of
internet,1,who/had,who/had/internet
party,1,by/what,by/what/party
category,1,which/weight,which/weight/category
produces,1,what/method,what/method/produces
soldier,1,did/its,did/its/soldier
affliction,1,what,what/affliction
is,1,what/affliction,what/affliction/is
piece,1,what,what/piece
by,1,what/piece,what/piece/by
located,1,where/is,where/is/located
have,1,who/would,who/would/have
purchases,1,how/many,how/many/purchases
ceremonies,1,which/two,which/two/ceremonies
julian,1,who/appointed,who/appointed/julian
kong,1,what/did,what/did/kong
gokul,1,when/did,when/did/gokul
jules,1,who/replaced,who/replaced/jules
election,1,what,what/election
did,1,what/election,what/election/did
ariel,1,how/many,how/many/ariel
primera,1,how/many,how/many/primera
found,1,when/they,when/they/found
majority,1,how/many,how/many/majority
ibini,1,where/did,where/did/ibini
goenka,1,what/did,what/did/goenka
released,1,which/game,which/game/released
from,1,which/award,which/award/from
scotland,1,who/did,who/did/scotland
that,1,what/is,what/is/that
in,1,what/characters,what/characters/in
founded,1,which/company,which/company/founded
part,1,which/six,which/six/part
s,1,what/film,what/film/s
located,1,where/are,where/are/located
occurred,1,which/championship,which/championship/occurred
professional,1,how/many,how/many/professional
s,1,which/group,which/group/s
material,1,what,what/material
broadcasts,1,which/station,which/station/broadcasts
that,1,who/thought,who/thought/that
a,1,where/did,where/did/a
ski,1,what,what/ski
venue,1,what/ski,what/ski/venue
leading,1,which,which/leading
goalscorer,1,which/leading,which/leading/goalscorer
thought,1,who,who/thought
founded,1,which/kingdom,which/kingdom/founded
is,1,what/material,what/material/is
substance,1,what,what/substance
was,1,what/substance,what/substance/was
air,1,which,which/air
force,1,which/air,which/air/force
younger,1,is,is/younger
greater,1,who/had,who/had/greater
culture,1,which,which/culture
is,1,which/culture,which/culture/is
building,1,what/religious,what/religious/building
revive,1,who/attempted,who/attempted/revive
local,1,is/the,is/the/local
beer,1,which,which/beer
company,1,which/beer,which/beer/company
annual,1,how/many,how/many/annual
banned,1,what,what/banned
substance,1,what/banned,what/banned/substance
society,1,which,which/society
was,1,which/society,which/society/was
attempted,1,who,who/attempted
that,1,which/team,which/team/that
voice,1,what,what/voice
actor,1,what/voice,what/voice/actor
is,1,what/site,what/site/is
trees,1,how/many,how/many/trees
varsity,1,how/many,how/many/varsity
is,1,which/university,which/university/is
of,1,which/university,which/university/of
namkoong,1,how/was,how/was/namkoong
stars,1,who,who/stars
in,1,who/stars,who/stars/in
originally,1,what/was,what/was/originally
resides,1,what,what/resides
in,1,what/resides,what/resides/in
degree,1,which,which/degree
he,1,which/degree,which/degree/he
five,1,did,did/five
federal,1,did/five,did/five/federal
subjects,1,which,which/subjects
did,1,which/subjects,which/subjects/did
s,1,which/movie,which/movie/s
french,1,what/in,what/in/french
photograph,1,who/took,who/took/photograph
adopted,1,which,which/adopted
its,1,which/adopted,which/adopted/its
to,1,who/used,who/used/to
a,1,is/he,is/he/a
name,1,by/what,by/what/name
is,1,what/family,what/family/is
hockey,1,which,which/hockey
team,1,which/hockey,which/hockey/team
award,1,which/2006,which/2006/award
man,1,what,what/man
with,1,what/man,what/man/with
88,1,where,where/88
original,1,what/the,what/the/original
magazine,1,what,what/magazine
is,1,which/building,which/building/is
category,1,what/grammy,what/grammy/category
fans,1,what/are,what/are/fans
in,1,how/much,how/much/in
archipelago,1,which,which/archipelago
of,1,which/archipelago,which/archipelago/of
recipients,1,how/many,how/many/recipients
sculpted,1,who,who/sculpted
summer,1,which,which/summer
bridge,1,what,what/bridge
runs,1,what/bridge,what/bridge/runs
award,1,what/academy,what/academy/award
atlantic,1,how/many,how/many/atlantic
connection,1,is/the,is/the/connection
highest,1,is,is/highest
have,1,which/airport,which/airport/have
and,1,is/lowest,is/lowest/and
topics,1,what,what/topics
the,1,who/sculpted,who/sculpted/the
olympic,1,which/summer,which/summer/olympic
was,1,which/city,which/city/was
and,1,is/highest,is/highest/and
shore,1,what,what/shore
of,1,what/shore,what/shore/of
state,1,what/city,what/city/state
governor,1,who/is,who/is/governor
had,1,what/people,what/people/had
listed,1,which/church,which/church/listed
is,1,which/marsh,which/marsh/is
spans,1,which/bridge,which/bridge/spans
notable,1,what/other,what/other/notable
centuries,1,which,which/centuries
did,1,which/centuries,which/centuries/did
pakistani,1,which,which/pakistani
flag,1,which/pakistani,which/pakistani/flag
administrates,1,who,who/administrates
the,1,who/administrates,who/administrates/the
marsh,1,which,which/marsh
contains,1,which/region,which/region/contains
failure,1,where,where/failure
war,1,what/other,what/other/war
winning,1,in/which,in/which/winning
premiered,1,which/country,which/country/premiered
released,1,which/series,which/series/released
members,1,which/family,which/family/members
church,1,where/the,where/the/church
of,1,where/88,where/88/of
houses,1,what/city,what/city/houses
railway,1,what,what/railway
line,1,what/railway,what/railway/line
hosted,1,what/city,what/city/hosted
base,1,what,what/base
is,1,what/base,what/base/is
ended,1,what,what/ended
the,1,what/ended,what/ended/the
is,1,which/winner,which/winner/is
first,1,what,what/first
name,1,what/first,what/first/name
of,1,did/instances,did/instances/of
title,1,does/the,does/the/title
bus,1,which,which/bus
transit,1,which/bus,which/bus/transit
was,1,which/company,which/company/was
instances,1,did,did/instances
to,1,where/failure,where/failure/to
combined,1,what/cities,what/cities/combined
positions,1,how/may,how/may/positions
to,1,by/what,by/what/to
is,1,what/club,what/club/is
charged,1,did/cases,did/cases/charged
in,1,which/event,which/event/in
rivers,1,what,what/rivers
is,1,what/rivers,what/rivers/is
two,1,by/what,by/what/two
is,1,what/road,what/road/is
hoard,1,which,which/hoard
currently,1,which/hoard,which/hoard/currently
were,1,which/people,which/people/were
married,1,are/a,are/a/married
discovered,1,what/was,what/was/discovered
administration,1,where/an,where/an/administration
s,1,what/athlete,what/athlete/s
an,1,where,where/an
member,1,did/its,did/its/member
caused,1,which/conflict,which/conflict/caused
connection,1,what,what/connection
is,1,what/connection,what/connection/is
hispanic,1,did/high,did/high/hispanic
this,1,when/did,when/did/this
high,1,did,did/high
feet,1,who/many,who/many/feet
provinces,1,what/the,what/the/provinces
died,1,when/he,when/he/died
conflict,1,which,which/conflict
includes,1,what/county,what/county/includes
september,1,which,which/september
9,1,which/september,which/september/9
born,1,which/american,which/american/born
plant,1,what,what/plant
is,1,what/plant,what/plant/is
did,1,what/station,what/station/did
involving,1,did/cases,did/cases/involving
u,1,what/two,what/two/u
designed,1,what/shipbuilder,what/shipbuilder/designed
of,1,which/series,which/series/of
of,1,which/part,which/part/of
john,1,where,where/john
ford,1,where/john,where/john/ford
birth,1,is/the,is/the/birth
sister,1,which,which/sister
of,1,which/sister,which/sister/of
club,1,which/english,which/english/club
shipbuilder,1,what,what/shipbuilder
is,1,which/countries,which/countries/is
does,1,what/level,what/level/does
medal,1,what/olympic,what/olympic/medal
watched,1,how/many,how/many/watched
the,1,which/headquarters,which/headquarters/the
follow,1,how/many,how/many/follow
surrounds,1,which/country,which/country/surrounds
did,1,which/constituency,which/constituency/did
are,1,what/topics,what/topics/are
street,1,what,what/street
authored,1,who,who/authored
the,1,who/authored,who/authored/the
german,1,what,what/german
town,1,what/german,what/german/town
coaches,1,who,who/coaches
baseball,1,who/coaches,who/coaches/baseball
undefeated,1,how/many,how/many/undefeated
cr,1,what/is,what/is/cr
film,1,which/2017,which/2017/film
built,1,when/was,when/was/built
carried,1,which,which/carried
32000,1,which/carried,which/carried/32000
satisfied,1,who/were,who/were/satisfied
proportion,1,are/the,are/the/proportion
lfpr,1,are/the,are/the/lfpr
does,1,what/denomination,what/denomination/does
owns,1,which/school,which/school/owns
of,1,which/one,which/one/of
municipality,1,in/which,in/which/municipality
producer,1,which/film,which/film/producer
of,1,what/range,what/range/of
employs,1,what/institution,what/institution/employs
is,1,which/film,which/film/is
tie,1,when/did,when/did/tie
family,1,what/language,what/language/family
on,1,which/location,which/location/on
logo,1,who/s,who/s/logo
received,1,what/has,what/has/received
frame,1,what/time,what/time/frame
ownership,1,what,what/ownership
come,1,what/ownership,what/ownership/come
controls,1,what,what/controls
minds,1,what/controls,what/controls/minds
this,1,who/founded,who/founded/this
steps,1,how/many,how/many/steps
before,1,what/district,what/district/before
athlete,1,which/berlin,which/berlin/athlete
did,1,what/prize,what/prize/did
play,1,how/many,how/many/play
allowed,1,who/are,who/are/allowed
ncaa,1,how/many,how/many/ncaa
glasses,1,what,what/glasses
was,1,what/glasses,what/glasses/was
borders,1,which/river,which/river/borders
chinese,1,which,which/chinese
berlin,1,which,which/berlin
percentatge,1,how/many,how/many/percentatge
preceded,1,which/battle,which/battle/preceded
ranked,1,which/sectors,which/sectors/ranked
is,1,what/agency,what/agency/is
did,1,what/festival,what/festival/did
place,1,what/other,what/other/place
wrote,1,who/co,who/co/wrote
dance,1,in/which,in/which/dance
this,1,who/garrisoned,who/garrisoned/this
company,1,which/production,which/production/company
champions,1,who/were,who/were/champions
spouse,1,who/became,who/became/spouse
wind,1,where/the,where/the/wind
league,1,which/football,which/football/league
does,1,how/often,how/often/does
goes,1,who,who/goes
up,1,who/goes,who/goes/up
garrisoned,1,who,who/garrisoned
place,1,which/historic,which/historic/place
has,1,which/guest,which/guest/has
higher,1,how,how/higher
is,1,how/higher,how/higher/is
this,1,who/created,who/created/this
lowest,1,is,is/lowest
were,1,which/ones,which/ones/were
1964,1,which,which/1964
player,1,which/1964,which/1964/player
2017,1,which,which/2017
05001226,1,when/was,when/was/05001226
geographical,1,what,what/geographical
featuer,1,what/geographical,what/geographical/featuer
jurisdiction,1,which,which/jurisdiction
whose,1,which/jurisdiction,which/jurisdiction/whose
founded,1,which/couple,which/couple/founded
chenoweth,1,who/is,who/is/chenoweth
political,1,what,what/political
post,1,what/political,what/political/post
sport,1,what/other,what/other/sport
alumni,1,what,what/alumni
from,1,what/alumni,what/alumni/from
famous,1,which,which/famous
musician,1,which/famous,which/famous/musician
vineyards,1,how/many,how/many/vineyards
government,1,what,what/government
building,1,what/government,what/government/building
within,1,which/category,which/category/within
icon,1,what/cult,what/cult/icon
did,1,which/episode,which/episode/did
enrollment,1,did/the,did/the/enrollment
most,1,which/former,which/former/most
tries,1,which/player,which/player/tries
australia,1,how/many,how/many/australia
population,1,is/its,is/its/population
performer,1,what/genre,what/genre/performer
is,1,which/are,which/are/is
cult,1,what,what/cult
counties,1,what/two,what/two/counties
star,1,who/was,who/was/star
person,1,by/which,by/which/person
seaport,1,which,which/seaport
is,1,which/seaport,which/seaport/is
oval,1,what,what/oval
is,1,what/oval,what/oval/is
occupational,1,which,which/occupational
time,1,which/first,which/first/time
general,1,what/major,what/major/general
headed,1,who,who/headed
the,1,who/headed,who/headed/the
developed,1,what/company,what/company/developed
contains,1,which/peninsula,which/peninsula/contains
internationally,1,which/company,which/company/internationally
founded,1,when/was,when/was/founded
culture,1,what,what/culture
is,1,what/culture,what/culture/is
bloc,1,in/which,in/which/bloc
is,1,what/station,what/station/is
of,1,where/35,where/35/of
racist,1,what,what/racist
policy,1,what/racist,what/racist/policy
lies,1,which/island,which/island/lies
back,1,how/far,how/far/back
plain,1,which,which/plain
is,1,which/plain,which/plain/is
4,1,which/number,which/number/4
adam,1,who/plays,who/plays/adam
35,1,where,where/35
establish,1,who/did,who/did/establish
move,1,did/badhri,did/badhri/move
badhri,1,did,did/badhri
group,1,which/occupational,which/occupational/group
in,1,are/they,are/they/in
did,1,which/partner,which/partner/did
partially,1,which,which/partially
restored,1,which/partially,which/partially/restored
youngest,1,is,is/youngest
co,1,what/illustrator,what/illustrator/co
did,1,what/age,what/age/did
received,1,which/team,which/team/received
now,1,who,who/now
holds,1,who/now,who/now/holds
was,1,which/reason,which/reason/was
reason,1,which,which/reason
arranged,1,who,who/arranged
in,1,which/character,which/character/in
youngest,1,did/the,did/the/youngest
ad,1,who/in,who/in/ad
earnings,1,who/have,who/have/earnings
recipient,1,what/category,what/category/recipient
designated,1,which/publication,which/publication/designated
outside,1,what,what/outside
of,1,what/outside,what/outside/of
drafted,1,which/team,which/team/drafted
a,1,who/arranged,who/arranged/a
served,1,what/device,what/device/served
malfunctions,1,what/device,what/device/malfunctions
ranking,1,what/high,what/high/ranking
in,1,which/city,which/city/in
pianist,1,what,what/pianist
composer,1,what/pianist,what/pianist/composer
staff,1,how/many,how/many/staff
ilus,1,how/many,how/many/ilus
illustrator,1,what,what/illustrator
european,1,which/non,which/non/european
autonomous,1,how/many,how/many/autonomous
football,1,how/many,how/many/football
is,1,what/branch,what/branch/is
grammy,1,how/many,how/many/grammy
does,1,what/family,what/family/does
built,1,which/was,which/was/built
scioscia,1,when/did,when/did/scioscia
did,1,what/degree,what/degree/did
alus,1,how/many,how/many/alus
language,1,what/assyrian,what/assyrian/language
inhabit,1,how/many,how/many/inhabit
wrestler,1,what/other,what/other/wrestler
trail,1,what,what/trail
has,1,what/trail,what/trail/has
had,1,which/person,which/person/had
processes,1,what,what/processes
code,1,what/processes,what/processes/code
ingredients,1,which,which/ingredients
two,1,where/this,where/this/two
submission,1,what,what/submission
hold,1,what/submission,what/submission/hold
mlb,1,how/many,how/many/mlb
created,1,when/was,when/was/created
club,1,when/was,when/was/club
hospitalized,1,who/were,who/were/hospitalized
neighborhood,1,what,what/neighborhood
was,1,what/neighborhood,what/neighborhood/was
this,1,where,where/this
are,1,which/ingredients,which/ingredients/are
stars,1,what/film,what/film/stars
city,1,did/the,did/the/city
these,1,who/built,who/built/these
architect,1,what,what/architect
remodeled,1,what/architect,what/architect/remodeled
avinash,1,in/which,in/which/avinash
township,1,in/what,in/what/township
assyrian,1,what,what/assyrian
maany,1,how,how/maany
can,1,which/mountain,which/mountain/can
s,1,what/rank,what/rank/s
minister,1,what,what/minister
position,1,what/minister,what/minister/position
gothic,1,what/highway,what/highway/gothic
figure,1,how/many,how/many/figure
average,1,what/batting,what/batting/average
transit,1,what/bus,what/bus/transit
net,1,how/maany,how/maany/net
decedents,1,which,which/decedents
for,1,did/so,did/so/for
volleyball,1,which,which/volleyball
venue,1,which/volleyball,which/volleyball/venue
so,1,did,did/so
was,1,which/olympics,which/olympics/was
1st,1,who,who/1st
won,1,who/1st,who/1st/won
final,1,is/the,is/the/final
t,1,who/hadn,who/hadn/t
called,1,are,are/called
the,1,are/called,are/called/the
social,1,which,which/social
network,1,which/social,which/social/network
products,1,what,what/products
are,1,what/products,what/products/are
lines,1,what,what/lines
their,1,who/experienced,who/experienced/their
spoken,1,is,is/spoken
in,1,is/spoken,is/spoken/in
key,1,how/many,how/many/key
languages,1,which,which/languages
have,1,which/languages,which/languages/have
singer,1,what,what/singer
was,1,what/singer,what/singer/was
property,1,which/includes,which/includes/property
software,1,does/elemental,does/elemental/software
took,1,which/chapter,which/chapter/took
were,1,which/two,which/two/were
had,1,which/decedents,which/decedents/had
1878,1,which,which/1878
exhibition,1,which/1878,which/1878/exhibition
passes,1,what/highway,what/highway/passes
romanian,1,what,what/romanian
film,1,what/romanian,what/romanian/film
elemental,1,does,does/elemental
is,1,what/mascot,what/mascot/is
type,1,which/family,which/family/type
worked,1,who/primarily,who/primarily/worked
contains,1,which/province,which/province/contains
likely,1,is,is/likely
to,1,is/likely,is/likely/to
owned,1,who,who/owned
the,1,who/owned,who/owned/the
was,1,what/marathon,what/marathon/was
are,1,what/lines,what/lines/are
body,1,which/collective,which/collective/body
suburbs,1,how/many,how/many/suburbs
federated,1,how/many,how/many/federated
team,1,what/soccer,what/soccer/team
leeds,1,which,which/leeds
team,1,which/leeds,which/leeds/team
leader,1,is/a,is/a/leader
said,1,is,is/said
to,1,is/said,is/said/to
collective,1,which,which/collective
hadn,1,who,who/hadn
branches,1,how/many,how/many/branches
range,1,what/mountain,what/mountain/range
manitoba,1,what/in,what/in/manitoba
battle,1,what,what/battle
group,1,which/income,which/income/group
besides,1,which/river,which/river/besides
comic,1,which,which/comic
plate,1,which/geographic,which/geographic/plate
indigenous,1,how/many,how/many/indigenous
afro,1,which,which/afro
cuban,1,which/afro,which/afro/cuban
empire,1,what,what/empire
was,1,what/empire,what/empire/was
buildngs,1,how/many,how/many/buildngs
do,1,what/island,what/island/do
end,1,is/the,is/the/end
made,1,what/constructor,what/constructor/made
series,1,which/comic,which/comic/series
clinical,1,how/many,how/many/clinical
nfl,1,what,what/nfl
team,1,what/nfl,what/nfl/team
archdiocese,1,what,what/archdiocese
gulf,1,what,what/gulf
is,1,what/gulf,what/gulf/is
with,1,which/athlete,which/athlete/with
guitar,1,which,which/guitar
cmas,1,which/seven,which/seven/cmas
the,1,who/published,who/published/the
to,1,is/it,is/it/to
basketball,1,what,what/basketball
team,1,what/basketball,what/basketball/team
distilling,1,what,what/distilling
company,1,what/distilling,what/distilling/company
town,1,in/which,in/which/town
reside,1,how/many,how/many/reside
player,1,which/guitar,which/guitar/player
zip,1,in/what,in/what/zip
cycling,1,which,which/cycling
athlete,1,which/cycling,which/cycling/athlete
avenue,1,which,which/avenue
in,1,which/avenue,which/avenue/in
is,1,what/product,what/product/is
ages,1,which/group,which/group/ages
in,1,what/church,what/church/in
examples,1,are/some,are/some/examples
a,1,who/designed,who/designed/a
percentage,1,how/mnay,how/mnay/percentage
event,1,where/the,where/the/event
used,1,which/nation,which/nation/used
or,1,what/cups,what/cups/or
contains,1,which/valley,which/valley/contains
installation,1,which,which/installation
is,1,which/installation,which/installation/is
some,1,are,are/some
holds,1,what/county,what/county/holds
musician,1,what/non,what/non/musician
population,1,what/2010,what/2010/population
pro,1,how/many,how/many/pro
stores,1,how/many,how/many/stores
named,1,which/group,which/group/named
temperature,1,what,what/temperature
scale,1,what/temperature,what/temperature/scale
does,1,what/show,what/show/does
belgium,1,what,what/belgium
age,1,is/the,is/the/age
community,1,what/was,what/was/community
foundation,1,which,which/foundation
was,1,which/foundation,which/foundation/was
courses,1,what,what/courses
did,1,what/courses,what/courses/did
canine,1,which,which/canine
appears,1,which/canine,which/canine/appears
custodial,1,what/was,what/was/custodial
was,1,which/network,which/network/was
record,1,what/belgium,what/belgium/record
participation,1,is/the,is/the/participation
rate,1,is/participation,is/participation/rate
participation,1,is,is/participation
weight,1,in/what,in/what/weight
novel,1,what,what/novel
is,1,what/novel,what/novel/is
wrote,1,who/primarily,who/primarily/wrote
does,1,what/group,what/group/does
sub,1,what,what/sub
confederation,1,what/sub,what/sub/confederation
survive,1,how/many,how/many/survive
funded,1,what/company,what/company/funded
optional,1,which,which/optional
sport,1,which/optional,which/optional/sport
grammies,1,how/many,how/many/grammies
person,1,did/the,did/the/person
group,1,what,what/group
originally,1,which/channel,which/channel/originally
s,1,what/degree,what/degree/s
forcibly,1,what/is,what/is/forcibly
mythological,1,which,which/mythological
woman,1,which/mythological,which/mythological/woman
battle,1,in/what,in/what/battle
are,1,which/people,which/people/are
1997,1,what,what/1997
movie,1,what/1997,what/1997/movie
community,1,what/unincorporated,what/unincorporated/community
has,1,which/element,which/element/has
undergrad,1,how/many,how/many/undergrad
this,1,does,does/this
national,1,does/this,does/this/national
who,1,which/player,which/player/who
in,1,who/living,who/living/in
does,1,what/fuel,what/fuel/does
alumni,1,how/many,how/many/alumni
core,1,which,which/core
laurence,1,when/did,when/did/laurence
is,1,which/guard,which/guard/is
seven,1,which,which/seven
canada,1,how/many,how/many/canada
story,1,what/short,what/short/story
places,1,which/two,which/two/places
olympic,1,in/which,in/which/olympic
sanfl,1,how/many,how/many/sanfl
less,1,how/many,how/many/less
is,1,which/broadcaster,which/broadcaster/is
murdered,1,is,is/murdered
by,1,is/murdered,is/murdered/by
fm,1,how/many,how/many/fm
competed,1,how/many,how/many/competed
year,1,how/many,how/many/year
were,1,who/is,who/is/were
were,1,what/medals,what/medals/were
in,1,which/church,which/church/in
broadcaster,1,which,which/broadcaster
organization,1,what/religious,what/religious/organization
now,1,is,is/now
a,1,is/now,is/now/a
served,1,which,which/served
employment,1,who/received,who/received/employment
brother,1,what,what/brother
from,1,what/brother,what/brother/from
actress,1,did/the,did/the/actress
pass,1,what,what/pass
sport,1,which/core,which/core/sport
league,1,which/major,which/major/league
wake,1,when/did,when/did/wake
rc,1,which/place,which/place/rc
is,1,what/lake,what/lake/is
who,1,which/elector,which/elector/who
wesleyan,1,who/attended,who/attended/wesleyan
institute,1,what,what/institute
wrestler,1,by/what,by/what/wrestler
unincorporated,1,what,what/unincorporated
is,1,what/pass,what/pass/is
internationally,1,what/company,what/company/internationally
movie,1,which/japanese,which/japanese/movie
living,1,who,who/living
entities,1,how/many,how/many/entities
identified,1,who/were,who/were/identified
did,1,what/product,what/product/did
concrete,1,which,which/concrete
arch,1,which/concrete,which/concrete/arch
was,1,what/technology,what/technology/was
basic,1,did,did/basic
coaches,1,who/presently,who/presently/coaches
reported,1,which/city,which/city/reported
designer,1,what/famous,what/famous/designer
a,1,which/served,which/served/a
bass,1,what,what/bass
player,1,what/bass,what/bass/player
collective,1,is/a,is/a/collective
technology,1,what,what/technology
research,1,did/basic,did/basic/research
mcsweyn,1,how/did,how/did/mcsweyn
picks,1,what,what/picks
did,1,what/picks,what/picks/did
conference,1,how/many,how/many/conference
sporting,1,how/did,how/did/sporting
sammy,1,what/were,what/were/sammy
helgi,1,where/did,where/did/helgi
harold,1,who/voiced,who/voiced/harold
and,1,what/naacp,what/naacp/and
since,1,is/unchanged,is/unchanged/since
unchanged,1,is,is/unchanged
were,1,what/percentage,what/percentage/were
done,1,did,did/done
have,1,did/done,did/done/have
birkir,1,what/did,what/did/birkir
noteworthy,1,is/also,is/also/noteworthy
cody,1,what/were,what/were/cody
swathi,1,what/did,what/did/swathi
jameson,1,what/were,what/were/jameson
halcrow,1,who/defeated,who/defeated/halcrow
mcclure,1,where/did,where/did/mcclure
omar,1,how/did,how/did/omar
sector,1,which/business,which/business/sector
business,1,which,which/business
gary,1,where/did,where/did/gary
allsvenskan,1,how/many,how/many/allsvenskan
and,1,what/party,what/party/and
features,1,which/album,which/album/features
does,1,what/channels,what/channels/does
roesler,1,how/did,how/did/roesler
had,1,which/industry,which/industry/had
ma,1,where/did,where/did/ma
programmes,1,what,what/programmes
did,1,what/programmes,what/programmes/did
did,1,what/match,what/match/did
deresse,1,what/was,what/was/deresse
since,1,when/was,when/was/since
tortu,1,how/did,how/did/tortu
1,1,who/received,who/received/1
as,1,which/film,which/film/as
ali,1,who/did,who/did/ali
did,1,what/course,what/course/did
category,1,what/work,what/work/category
ahl,1,how/many,how/many/ahl
players,1,what/two,what/two/players
walding,1,what/was,what/was/walding
in,1,what/time,what/time/in
dod,1,what,what/dod
psalm,1,what/dod,what/dod/psalm
rena,1,who/did,who/did/rena
rate,1,in/what,in/what/rate
had,1,what/percentage,what/percentage/had
formats,1,which,which/formats
did,1,which/formats,which/formats/did
kw,1,how/many,how/many/kw
identified,1,what/percentage,what/percentage/identified
indoor,1,what/two,what/two/indoor
zala,1,what/was,what/was/zala
sonarika,1,what/was,what/was/sonarika
sergio,1,who/did,who/did/sergio
win,1,did/it,did/it/win
grace,1,what/was,what/was/grace
large,1,which/reported,which/reported/large
fifth,1,who/became,who/became/fifth
usian,1,what/were,what/were/usian
takashi,1,what/did,what/did/takashi
and,1,what/region,what/region/and
debuted,1,which/club,which/club/debuted
dikmen,1,did,did/dikmen
compete,1,did/dikmen,did/dikmen/compete
kathleen,1,what,what/kathleen
edwards,1,what/kathleen,what/kathleen/edwards
billy,1,how/did,how/did/billy
made,1,what/roles,what/roles/made
was,1,what/clubs,what/clubs/was
al,1,how/does,how/does/al
weitzel,1,how/did,how/did/weitzel
roda,1,did,did/roda
antar,1,did/roda,did/roda/antar
judges,1,which/two,which/two/judges
or,1,what/awards,what/awards/or
accused,1,are,are/accused
sean,1,what/were,what/were/sean
rosie,1,how/did,how/did/rosie
won,1,which/coalition,which/coalition/won
film,1,which/2015,which/2015/film
tony,1,what,what/tony
awards,1,what/tony,what/tony/awards
thompson,1,how/did,how/did/thompson
increase,1,is/estimated,is/estimated/increase
ogunode,1,what/did,what/did/ogunode
bsu,1,how/did,how/did/bsu
estimated,1,is,is/estimated
mays,1,how/did,how/did/mays
2015,1,which,which/2015
carlton,1,how/did,how/did/carlton
chad,1,how/did,how/did/chad
hosted,1,what/cities,what/cities/hosted
parker,1,when/were,when/were/parker
howell,1,how/did,how/did/howell
related,1,are,are/related
battalion,1,which,which/battalion
was,1,which/battalion,which/battalion/was
are,1,which/planets,which/planets/are
use,1,what/devices,what/devices/use
award,1,which/two,which/two/award
otto,1,how/did,how/did/otto
vesely,1,how/did,how/did/vesely
forest,1,when/was,when/was/forest
spartacus,1,who/played,who/played/spartacus
te,1,what/is,what/is/te
of,1,are/accused,are/accused/of
thomas,1,who/did,who/did/thomas
devices,1,what,what/devices
wins,1,how/any,how/any/wins
bartlett,1,did/kevin,did/kevin/bartlett
tom,1,who/did,who/did/tom
mary,1,what/was,what/was/mary
wilfred,1,who/succeeded,who/succeeded/wilfred
jesús,1,what/were,what/were/jesús
intersection,1,what,what/intersection
in,1,what/intersection,what/intersection/in
andrew,1,when/did,when/did/andrew
tippeligaen,1,which,which/tippeligaen
division,1,which/tippeligaen,which/tippeligaen/division
held,1,who/has,who/has/held
nova,1,when/did,when/did/nova
followed,1,who/was,who/was/followed
supriyati,1,how/did,how/did/supriyati
andriy,1,how/did,how/did/andriy
kathy,1,who/did,who/did/kathy
coalition,1,which,which/coalition
dom,1,when/was,when/was/dom
illinois,1,who/won,who/won/illinois
of,1,which/field,which/field/of
ellen,1,how/did,how/did/ellen
production,1,in/which,in/which/production
diona,1,how/did,how/did/diona
does,1,what/percentages,what/percentages/does
lift,1,when/was,when/was/lift
krabbe,1,how/did,how/did/krabbe
dheeraj,1,who/did,who/did/dheeraj
tiffany,1,how/did,how/did/tiffany
do,1,what/roles,what/roles/do
kunimitsu,1,how/did,how/did/kunimitsu
worse,1,did/the,did/the/worse
dani,1,what/was,what/was/dani
raikkonen,1,how/did,how/did/raikkonen
overall,1,what/number,what/number/overall
make,1,when/was,when/was/make
smash,1,when/was,when/was/smash
nancy,1,how/did,how/did/nancy
5th,1,who/finished,who/finished/5th
continued,1,which,which/continued
actor,1,which/english,which/english/actor
scott,1,how/did,how/did/scott
jiaying,1,how/did,how/did/jiaying
catchy,1,when/did,when/did/catchy
short,1,how/many,how/many/short
relationship,1,what,what/relationship
does,1,what/relationship,what/relationship/does
pick,1,what/overall,what/overall/pick
for,1,what/award,what/award/for
germany,1,who/represented,who/represented/germany
